Player 1,Player 2,Board,Time,Winner
expert_player,team5_MCTS,empty-3x3,0.1,2
expert_player,team5_MCTS,empty-3x3,0.1,2
expert_player,team5_MCTS,empty-3x3,0.1,2
expert_player,team5_MCTS,empty-3x3,0.1,2
expert_player,team5_MCTS,empty-3x3,0.1,2
expert_player,team5_MCTS,empty-3x3,0.5,1
expert_player,team5_MCTS,empty-3x3,0.5,1
expert_player,team5_MCTS,empty-3x3,0.5,1
expert_player,team5_MCTS,empty-3x3,0.5,1
expert_player,team5_MCTS,empty-3x3,0.5,1
expert_player,team5_MCTS,empty-3x3,1.0,1
expert_player,team5_MCTS,empty-3x3,1.0,1
expert_player,team5_MCTS,empty-3x3,1.0,1
expert_player,team5_MCTS,empty-3x3,1.0,1
expert_player,team5_MCTS,empty-3x3,1.0,1
expert_player,team5_MCTS,empty-3x3,2.0,1
expert_player,team5_MCTS,empty-3x3,2.0,1
expert_player,team5_MCTS,empty-3x3,2.0,1
expert_player,team5_MCTS,empty-3x3,2.0,1
expert_player,team5_MCTS,empty-3x3,2.0,1
expert_player,team5_MCTS,empty-3x3,5.0,1
expert_player,team5_MCTS,empty-3x3,5.0,1
expert_player,team5_MCTS,empty-3x3,5.0,1
expert_player,team5_MCTS,empty-3x3,5.0,2
expert_player,team5_MCTS,empty-3x3,5.0,1
expert_player,team5_MCTS,random-3x3,0.1,1
expert_player,team5_MCTS,random-3x3,0.1,1
expert_player,team5_MCTS,random-3x3,0.1,2
expert_player,team5_MCTS,random-3x3,0.1,1
expert_player,team5_MCTS,random-3x3,0.1,1
expert_player,team5_MCTS,random-3x3,0.5,2
expert_player,team5_MCTS,random-3x3,0.5,2
expert_player,team5_MCTS,random-3x3,0.5,1
expert_player,team5_MCTS,random-3x3,0.5,1
expert_player,team5_MCTS,random-3x3,0.5,1
expert_player,team5_MCTS,random-3x3,1.0,2
expert_player,team5_MCTS,random-3x3,1.0,1
expert_player,team5_MCTS,random-3x3,1.0,1
expert_player,team5_MCTS,random-3x3,1.0,1
expert_player,team5_MCTS,random-3x3,1.0,1
expert_player,team5_MCTS,random-3x3,2.0,1
expert_player,team5_MCTS,random-3x3,2.0,1
expert_player,team5_MCTS,random-3x3,2.0,1
expert_player,team5_MCTS,random-3x3,2.0,1
expert_player,team5_MCTS,random-3x3,2.0,1 
expert_player,team5_MCTS,random-3x3,5.0,1
expert_player,team5_MCTS,random-3x3,5.0,1
expert_player,team5_MCTS,random-3x3,5.0,1
expert_player,team5_MCTS,random-3x3,5.0,1
expert_player,team5_MCTS,random-3x3,5.0,1
expert_player,team5_MCTS,hard-3x3,0.1,2
expert_player,team5_MCTS,hard-3x3,0.1,2
expert_player,team5_MCTS,hard-3x3,0.1,2
expert_player,team5_MCTS,hard-3x3,0.1,2
expert_player,team5_MCTS,hard-3x3,0.1,2
expert_player,team5_MCTS,hard-3x3,0.5,1
expert_player,team5_MCTS,hard-3x3,0.5,1
expert_player,team5_MCTS,hard-3x3,0.5,1
expert_player,team5_MCTS,hard-3x3,0.5,1
expert_player,team5_MCTS,hard-3x3,0.5,1
expert_player,team5_MCTS,hard-3x3,1.0,1
expert_player,team5_MCTS,hard-3x3,1.0,1
expert_player,team5_MCTS,hard-3x3,1.0,1
expert_player,team5_MCTS,hard-3x3,1.0,1
expert_player,team5_MCTS,hard-3x3,1.0,1
expert_player,team5_MCTS,hard-3x3,2.0,1
expert_player,team5_MCTS,hard-3x3,2.0,1
expert_player,team5_MCTS,hard-3x3,2.0,1
expert_player,team5_MCTS,hard-3x3,2.0,1
expert_player,team5_MCTS,hard-3x3,2.0,1
expert_player,team5_MCTS,hard-3x3,5.0,1
expert_player,team5_MCTS,hard-3x3,5.0,1
expert_player,team5_MCTS,hard-3x3,5.0,1
expert_player,team5_MCTS,hard-3x3,5.0,1
expert_player,team5_MCTS,hard-3x3,5.0,1
team5_MCTS,expert_player,empty-3x3,0.1,2
team5_MCTS,expert_player,empty-3x3,0.1,2
team5_MCTS,expert_player,empty-3x3,0.1,2
team5_MCTS,expert_player,empty-3x3,0.1,2
team5_MCTS,expert_player,empty-3x3,0.1,2
team5_MCTS,expert_player,empty-3x3,0.5,2
team5_MCTS,expert_player,empty-3x3,0.5,1
